LineId,Time,Level,Content,EventId,EventTemplate,ParameterList
1522,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1523,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1524,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
1525,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1526,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1527,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1528,Mon Dec 05 10:59:29 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1529,Mon Dec 05 11:02:05 2005,notice,jk2_init() Found child 5579 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5579', '6']"
1530,Mon Dec 05 11:04:16 2005,notice,jk2_init() Found child 5592 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5592', '8']"
1531,Mon Dec 05 11:04:16 2005,notice,jk2_init() Found child 5593 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5593', '9']"
1532,Mon Dec 05 11:06:50 2005,notice,jk2_init() Found child 5616 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5616', '6']"
1533,Mon Dec 05 11:06:51 2005,notice,jk2_init() Found child 5617 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5617', '7']"
1534,Mon Dec 05 11:06:51 2005,notice,jk2_init() Found child 5618 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5618', '8']"
1535,Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1536,Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1537,Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1538,Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1539,Mon Dec 05 11:06:51 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1540,Mon Dec 05 11:06:51 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1541,Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5619 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,"['5', '6', '1', '9']"
1542,Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1543,Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,"['1', ' ', '-', '2']"
1544,Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5620 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,"['5', '6', '2', '0']"
1545,Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1546,Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,"['1', ' ', '-', '2']"
1547,Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5621 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,"['5', '6', '2', '1']"
1548,Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1549,Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,"['1', ' ', '-', '2']"
1550,Mon Dec 05 11:06:52 2005,error,jk2_init() Can't find child 5622 in scoreboard,E5,jk2_init() Can't find child <*> in scoreboard,"['5', '6', '2', '2']"
1551,Mon Dec 05 11:06:52 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1552,Mon Dec 05 11:06:52 2005,error,mod_jk child init 1 -2,E6,mod_jk child init <*> <*>,"['1', ' ', '-', '2']"
1553,Mon Dec 05 12:35:57 2005,notice,jk2_init() Found child 5785 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5785', '6']"
1554,Mon Dec 05 12:35:57 2005,notice,jk2_init() Found child 5786 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5786', '7']"
1555,Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5790 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5790', '7']"
1556,Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5788 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5788', '9']"
1557,Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5789 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5789', '6']"
1558,Mon Dec 05 12:36:36 2005,notice,jk2_init() Found child 5787 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5787', '8']"
1559,Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1560,Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1561,Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1562,Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1563,Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1564,Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1565,Mon Dec 05 12:36:39 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1566,Mon Dec 05 12:36:39 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1567,Mon Dec 05 12:40:37 2005,notice,jk2_init() Found child 5798 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5798', '8']"
1568,Mon Dec 05 12:40:38 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1569,Mon Dec 05 12:40:38 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1570,Mon Dec 05 12:50:42 2005,notice,jk2_init() Found child 5811 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5811', '6']"
1571,Mon Dec 05 12:50:42 2005,notice,jk2_init() Found child 5810 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5810', '9']"
1572,Mon Dec 05 12:50:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1573,Mon Dec 05 12:50:43 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1574,Mon Dec 05 12:50:43 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1575,Mon Dec 05 12:50:43 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1576,Mon Dec 05 12:55:48 2005,notice,jk2_init() Found child 5817 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5817', '8']"
1577,Mon Dec 05 12:55:48 2005,notice,jk2_init() Found child 5816 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5816', '7']"
1578,Mon Dec 05 12:55:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1579,Mon Dec 05 12:55:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1580,Mon Dec 05 12:55:49 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1581,Mon Dec 05 12:55:49 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1582,Mon Dec 05 13:00:33 2005,notice,jk2_init() Found child 5825 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5825', '9']"
1583,Mon Dec 05 13:00:33 2005,notice,jk2_init() Found child 5826 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5826', '6']"
1584,Mon Dec 05 13:00:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1585,Mon Dec 05 13:00:34 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1586,Mon Dec 05 13:00:34 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1587,Mon Dec 05 13:00:34 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1588,Mon Dec 05 13:05:24 2005,notice,jk2_init() Found child 5845 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5845', '7']"
1589,Mon Dec 05 13:05:24 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1590,Mon Dec 05 13:05:24 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1591,Mon Dec 05 13:10:55 2005,notice,jk2_init() Found child 5856 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5856', '8']"
1592,Mon Dec 05 13:10:59 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1593,Mon Dec 05 13:10:59 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1594,Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5877 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5877', '9']"
1595,Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5876 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5876', '8']"
1596,Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5878 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5878', '6']"
1597,Mon Dec 05 13:16:27 2005,notice,jk2_init() Found child 5875 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5875', '7']"
1598,Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1599,Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1600,Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1601,Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1602,Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1603,Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1604,Mon Dec 05 13:16:29 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1605,Mon Dec 05 13:16:29 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1606,Mon Dec 05 13:21:35 2005,notice,jk2_init() Found child 5893 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5893', '9']"
1607,Mon Dec 05 13:21:34 2005,notice,jk2_init() Found child 5892 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5892', '8']"
1608,Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5901 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5901', '9']"
1609,Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5899 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5899', '7']"
1610,Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5900 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5900', '8']"
1611,Mon Dec 05 13:22:45 2005,notice,jk2_init() Found child 5898 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5898', '6']"
1612,Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1613,Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1614,Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1615,Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1616,Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1617,Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1618,Mon Dec 05 13:22:48 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1619,Mon Dec 05 13:22:48 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1620,Mon Dec 05 13:26:03 2005,notice,jk2_init() Found child 5912 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5912', '7']"
1621,Mon Dec 05 13:26:37 2005,notice,jk2_init() Found child 5914 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5914', '9']"
1622,Mon Dec 05 13:26:37 2005,notice,jk2_init() Found child 5915 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5915', '6']"
1623,Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5917 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5917', '8']"
1624,Mon Dec 05 13:27:14 2005,notice,jk2_init() Found child 5916 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5916', '7']"
1625,Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5919 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5919', '6']"
1626,Mon Dec 05 13:27:15 2005,notice,jk2_init() Found child 5918 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5918', '9']"
1627,Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5925 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5925', '8']"
1628,Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5923 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5923', '6']"
1629,Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5924 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5924', '7']"
1630,Mon Dec 05 13:28:14 2005,notice,jk2_init() Found child 5922 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5922', '9']"
1631,Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1632,Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 7,E3,mod_jk child workerEnv in error state <*>,['7']
1633,Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1634,Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
1635,Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1636,Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
1637,Mon Dec 05 13:28:17 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1638,Mon Dec 05 13:28:17 2005,error,mod_jk child workerEnv in error state 8,E3,mod_jk child workerEnv in error state <*>,['8']
1639,Mon Dec 05 13:31:19 2005,notice,jk2_init() Found child 5935 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5935', '9']"
1640,Mon Dec 05 13:31:19 2005,notice,jk2_init() Found child 5936 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5936', '6']"
1641,Mon Dec 05 13:31:53 2005,notice,jk2_init() Found child 5938 in scoreboard slot 8,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5938', '8']"
1642,Mon Dec 05 13:31:53 2005,notice,jk2_init() Found child 5937 in scoreboard slot 7,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5937', '7']"
1643,Mon Dec 05 13:32:01 2005,notice,jk2_init() Found child 5940 in scoreboard slot 6,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5940', '6']"
1644,Mon Dec 05 13:32:01 2005,notice,jk2_init() Found child 5939 in scoreboard slot 9,E1,jk2_init() Found child <*> in scoreboard slot <*>,"['5939', '9']"
1645,Mon Dec 05 13:32:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1646,Mon Dec 05 13:32:04 2005,notice,workerEnv.init() ok /etc/httpd/conf/workers2.properties,E2,workerEnv.init() ok <*>,"['/', 'e', 't', 'c', '/', 'h', 't', 't', 'p', 'd', '/', 'c', 'o', 'n', 'f', '/', 'w', 'o', 'r', 'k', 'e', 'r', 's', '2', '.', 'p', 'r', 'o', 'p', 'e', 'r', 't', 'i', 'e', 's']"
1647,Mon Dec 05 13:32:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
1648,Mon Dec 05 13:32:04 2005,error,mod_jk child workerEnv in error state 6,E3,mod_jk child workerEnv in error state <*>,['6']
