LineId,Time,Program,Content,EventId,EventTemplate,ParameterList
1502,07.26 17:28:55,chrome.exe *64,"www.baidu.com:80 close, 11662 bytes (11.3 KB) sent, 7986 bytes (7.79 KB) received, lifetime 00:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.baidu.com:80', '11662 bytes (11.3 KB) sent', '7986 bytes (7.79 KB) received', '00:02']"
1503,07.26 17:28:56,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1504,07.26 17:28:57,chrome.exe *64,t12.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['t12.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1505,07.26 17:28:57,chrome.exe *64,sclick.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['sclick.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1506,07.26 17:29:08,chrome.exe *64,"t12.baidu.com:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['t12.baidu.com:80', '0 bytes sent', '0 bytes received', '00:11']"
1507,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['cpro.baidustatic.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1508,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['cpro.baidustatic.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1509,07.26 17:29:11,chrome.exe *64,cpro.baidustatic.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['cpro.baidustatic.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1510,07.26 17:29:12,chrome.exe *64,bdimg.share.baidu.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['bdimg.share.baidu.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1511,07.26 17:29:17,chrome.exe *64,"t12.baidu.com:80 close, 1915 bytes (1.87 KB) sent, 4198 bytes (4.09 KB) received, lifetime 00:24",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['t12.baidu.com:80', '1915 bytes (1.87 KB) sent', '4198 bytes (4.09 KB) received', '00:24']"
1512,07.26 17:29:21,HiSuiteDownLoader.exe,"update.hicloud.com:8180 error : Could not connect through proxy proxy.cse.cuhk.edu.hk:5070 - Proxy server cannot establish a connection with the target, status code 403",E5,"<*>:<*> error : Could not connect through proxy <*>:<*> - Proxy server cannot establish a connection with the target, status code <*>","['update.hicloud.com', '8180', 'proxy.cse.cuhk.edu.hk', '5070', '403']"
1513,07.26 17:29:26,chrome.exe *64,"suggestion.baidu.com:80 close, 3808 bytes (3.71 KB) sent, 2035 bytes (1.98 KB) received, lifetime 00:35",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['suggestion.baidu.com:80', '3808 bytes (3.71 KB) sent', '2035 bytes (1.98 KB) received', '00:35']"
1514,07.26 17:29:32,chrome.exe *64,"f12.baidu.com:80 close, 1634 bytes (1.59 KB) sent, 15284 bytes (14.9 KB) received, lifetime 00:21",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['f12.baidu.com:80', '1634 bytes (1.59 KB) sent', '15284 bytes (14.9 KB) received', '00:21']"
1515,07.26 17:29:33,chrome.exe *64,"f12.baidu.com:80 close, 1640 bytes (1.60 KB) sent, 17802 bytes (17.3 KB) received, lifetime 00:22",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['f12.baidu.com:80', '1640 bytes (1.60 KB) sent', '17802 bytes (17.3 KB) received', '00:22']"
1516,07.26 17:29:33,chrome.exe *64,"f12.baidu.com:80 close, 3281 bytes (3.20 KB) sent, 102173 bytes (99.7 KB) received, lifetime 00:22",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['f12.baidu.com:80', '3281 bytes (3.20 KB) sent', '102173 bytes (99.7 KB) received', '00:22']"
1517,07.26 17:29:42,chrome.exe *64,"c.csdnimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['c.csdnimg.cn:80', '0 bytes sent', '0 bytes received', '00:30']"
1518,07.26 17:29:42,chrome.exe *64,"avatar.csdn.net:80 close, 0 bytes sent, 0 bytes received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['avatar.csdn.net:80', '0 bytes sent', '0 bytes received', '00:30']"
1519,07.26 17:30:02,chrome.exe *64,csdnimg.cn:80 error : A connection request was canceled before the completion.,E7,<*>:<*> error : A connection request was canceled before the completion.,"['csdnimg.cn', '80']"
1520,07.26 17:30:02,chrome.exe *64,hm.baidu.com:443 error : A connection request was canceled before the completion.,E7,<*>:<*> error : A connection request was canceled before the completion.,"['hm.baidu.com', '443']"
1521,07.26 17:30:11,chrome.exe *64,"cpro.baidustatic.com:80 close, 0 bytes sent, 0 bytes received, lifetime 01:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['cpro.baidustatic.com:80', '0 bytes sent', '0 bytes received', '01:00']"
1522,07.26 17:30:16,360AP.exe,"intf.zsall.mobilem.360.cn:80 close, 314 bytes sent, 1035 bytes (1.01 KB) received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['intf.zsall.mobilem.360.cn:80', '314 bytes sent', '1035 bytes (1.01 KB) received', '00:30']"
1523,07.26 17:30:19,chrome.exe *64,csdnimg.cn:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['csdnimg.cn', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1524,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['dc.csdn.net', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1525,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['dc.csdn.net', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1526,07.26 17:30:21,chrome.exe *64,dc.csdn.net:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['dc.csdn.net', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1527,07.26 17:30:31,chrome.exe *64,"csdnimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['csdnimg.cn:80', '0 bytes sent', '0 bytes received', '00:11']"
1528,07.26 17:30:31,chrome.exe *64,"csdnimg.cn:80 close, 0 bytes sent, 0 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['csdnimg.cn:80', '0 bytes sent', '0 bytes received', '00:11']"
1529,07.26 17:30:31,chrome.exe *64,"dc.csdn.net:80 close, 0 bytes sent, 0 bytes received, lifetime 00:10",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['dc.csdn.net:80', '0 bytes sent', '0 bytes received', '00:10']"
1530,07.26 17:30:32,chrome.exe *64,csdnimg.cn:80 error : A connection request was canceled before the completion.,E7,<*>:<*> error : A connection request was canceled before the completion.,"['csdnimg.cn', '80']"
1531,07.26 17:30:33,chrome.exe *64,ubmcmm.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['ubmcmm.baidustatic.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1532,07.26 17:30:33,chrome.exe *64,cpro.baidustatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['cpro.baidustatic.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1533,07.26 17:30:35,chrome.exe *64,beacon.tingyun.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['beacon.tingyun.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1534,07.26 17:30:49,chrome.exe *64,"blog.csdn.net:80 close, 670 bytes sent, 421 bytes received, lifetime 00:29",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['blog.csdn.net:80', '670 bytes sent', '421 bytes received', '00:29']"
1535,07.26 17:31:13,chrome.exe *64,"static.blog.csdn.net:80 close, 2188 bytes (2.13 KB) sent, 41402 bytes (40.4 KB) received, lifetime 02:03",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['static.blog.csdn.net:80', '2188 bytes (2.13 KB) sent', '41402 bytes (40.4 KB) received', '02:03']"
1536,07.26 17:31:22,chrome.exe *64,"dc.csdn.net:80 close, 1822 bytes (1.77 KB) sent, 754 bytes received, lifetime 01:01",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['dc.csdn.net:80', '1822 bytes (1.77 KB) sent', '754 bytes received', '01:01']"
1537,07.26 17:31:23,chrome.exe *64,"eclick.baidu.com:443 close, 338 bytes sent, 3597 bytes (3.51 KB) received, lifetime 00:50",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['eclick.baidu.com:443', '338 bytes sent', '3597 bytes (3.51 KB) received', '00:50']"
1538,07.26 17:31:23,chrome.exe *64,"wn.pos.baidu.com:443 close, 0 bytes sent, 0 bytes received, lifetime 00:48",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['wn.pos.baidu.com:443', '0 bytes sent', '0 bytes received', '00:48']"
1539,07.26 17:31:35,chrome.exe *64,"beacon.tingyun.com:80 close, 42307 bytes (41.3 KB) sent, 279 bytes received, lifetime 01:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['beacon.tingyun.com:80', '42307 bytes (41.3 KB) sent', '279 bytes received', '01:00']"
1540,07.26 17:32:20,chrome.exe *64,"c.csdnimg.cn:80 close, 1314 bytes (1.28 KB) sent, 27289 bytes (26.6 KB) received, lifetime 03:09",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['c.csdnimg.cn:80', '1314 bytes (1.28 KB) sent', '27289 bytes (26.6 KB) received', '03:09']"
1541,07.26 17:32:21,chrome.exe *64,"csdnimg.cn:80 close, 1278 bytes (1.24 KB) sent, 6854 bytes (6.69 KB) received, lifetime 02:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['csdnimg.cn:80', '1278 bytes (1.24 KB) sent', '6854 bytes (6.69 KB) received', '02:02']"
1542,07.26 17:34:25,Dropbox.exe,block-edge.dropbox.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['block-edge.dropbox.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1543,07.26 17:34:46,chrome.exe *64,"clients4.google.com:443 close, 20249 bytes (19.7 KB) sent, 20243 bytes (19.7 KB) received, lifetime 10:34",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['clients4.google.com:443', '20249 bytes (19.7 KB) sent', '20243 bytes (19.7 KB) received', '10:34']"
1544,07.26 17:36:32,chrome.exe *64,mail.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['mail.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1545,07.26 17:39:34,chrome.exe *64,mtalk.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['mtalk.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1546,07.26 17:40:10,chrome.exe *64,lh3.googleusercontent.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['lh3.googleusercontent.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1547,07.26 17:40:22,chrome.exe *64,"www.gstatic.com:443 close, 461 bytes sent, 4784 bytes (4.67 KB) received, lifetime 00:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.gstatic.com:443', '461 bytes sent', '4784 bytes (4.67 KB) received', '00:12']"
1548,07.26 17:40:22,chrome.exe *64,"www.gstatic.com:443 close, 461 bytes sent, 4784 bytes (4.67 KB) received, lifetime 00:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.gstatic.com:443', '461 bytes sent', '4784 bytes (4.67 KB) received', '00:12']"
1549,07.26 17:41:54,chrome.exe *64,"fonts.gstatic.com:443 close, 461 bytes sent, 4786 bytes (4.67 KB) received, lifetime 01:03",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['fonts.gstatic.com:443', '461 bytes sent', '4786 bytes (4.67 KB) received', '01:03']"
1550,07.26 17:41:54,chrome.exe *64,"engine.adzerk.net:443 close, 0 bytes sent, 0 bytes received, lifetime 01:00",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['engine.adzerk.net:443', '0 bytes sent', '0 bytes received', '01:00']"
1551,07.26 17:41:57,chrome.exe *64,"engine.adzerk.net:443 close, 2508 bytes (2.44 KB) sent, 7073 bytes (6.90 KB) received, lifetime 01:03",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['engine.adzerk.net:443', '2508 bytes (2.44 KB) sent', '7073 bytes (6.90 KB) received', '01:03']"
1552,07.26 17:44:25,chrome.exe *64,"clients6.google.com:443 close, 6703 bytes (6.54 KB) sent, 5167 bytes (5.04 KB) received, lifetime 10:52",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['clients6.google.com:443', '6703 bytes (6.54 KB) sent', '5167 bytes (5.04 KB) received', '10:52']"
1553,07.26 17:45:21,WeChat.exe,"qbwup.imtt.qq.com:80 close, 494 bytes sent, 208 bytes received, lifetime 00:39",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['qbwup.imtt.qq.com:80', '494 bytes sent', '208 bytes received', '00:39']"
1554,07.26 17:45:58,chrome.exe *64,"www.evernote.com:443 close, 7238 bytes (7.06 KB) sent, 12813 bytes (12.5 KB) received, lifetime 05:46",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.evernote.com:443', '7238 bytes (7.06 KB) sent', '12813 bytes (12.5 KB) received', '05:46']"
1555,07.26 17:46:17,chrome.exe *64,www.google.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.google.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1556,07.26 17:46:30,chrome.exe *64,"googleads.g.doubleclick.net:443 close, 749 bytes sent, 229 bytes received, lifetime 00:11",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['googleads.g.doubleclick.net:443', '749 bytes sent', '229 bytes received', '00:11']"
1557,07.26 17:46:44,chrome.exe *64,"pubads.g.doubleclick.net:443 close, 476 bytes sent, 4417 bytes (4.31 KB) received, lifetime 00:23",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['pubads.g.doubleclick.net:443', '476 bytes sent', '4417 bytes (4.31 KB) received', '00:23']"
1558,07.26 17:46:45,chrome.exe *64,www.evernote.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['www.evernote.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1559,07.26 17:47:56,chrome.exe *64,"engine.adzerk.net:443 close, 2419 bytes (2.36 KB) sent, 4742 bytes (4.63 KB) received, lifetime 01:07",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['engine.adzerk.net:443', '2419 bytes (2.36 KB) sent', '4742 bytes (4.63 KB) received', '01:07']"
1560,07.26 17:49:26,WeChat.exe,"short.weixin.qq.com:80 close, 357 bytes sent, 484 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['short.weixin.qq.com:80', '357 bytes sent', '484 bytes received', '<1 sec']"
1561,07.26 17:50:46,chrome.exe *64,"ogs.google.com:443 close, 2476 bytes (2.41 KB) sent, 2643 bytes (2.58 KB) received, lifetime 04:28",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ogs.google.com:443', '2476 bytes (2.41 KB) sent', '2643 bytes (2.58 KB) received', '04:28']"
1562,07.26 17:51:56,chrome.exe *64,"sb.scorecardresearch.com:443 close, 3818 bytes (3.72 KB) sent, 6276 bytes (6.12 KB) received, lifetime 11:02",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['sb.scorecardresearch.com:443', '3818 bytes (3.72 KB) sent', '6276 bytes (6.12 KB) received', '11:02']"
1563,07.26 17:52:05,Dropbox.exe,"client-cf.dropbox.com:443 close, 3460 bytes (3.37 KB) sent, 5211 bytes (5.08 KB) received, lifetime 01:04",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['client-cf.dropbox.com:443', '3460 bytes (3.37 KB) sent', '5211 bytes (5.08 KB) received', '01:04']"
1564,07.26 17:55:33,SogouCloud.exe,get.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1565,07.26 17:57:54,WeChat.exe,short.weixin.qq.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['short.weixin.qq.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1566,07.26 18:02:20,WeChat.exe,"short.weixin.qq.com:80 close, 409 bytes sent, 161 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['short.weixin.qq.com:80', '409 bytes sent', '161 bytes received', '<1 sec']"
1567,07.26 18:04:49,chrome.exe *64,c.trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['c.trello.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1568,07.26 18:04:49,chrome.exe *64,secure.quantserve.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['secure.quantserve.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1569,07.26 18:04:50,chrome.exe *64,trello.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['trello.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1570,07.26 18:04:54,SogouCloud.exe,"security.ie.sogou.com:80 close, 735 bytes sent, 184 bytes received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['security.ie.sogou.com:80', '735 bytes sent', '184 bytes received', '<1 sec']"
1571,07.26 18:05:01,chrome.exe *64,"c.trello.com:443 close, 326 bytes sent, 5710 bytes (5.57 KB) received, lifetime 00:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['c.trello.com:443', '326 bytes sent', '5710 bytes (5.57 KB) received', '00:12']"
1572,07.26 18:05:01,chrome.exe *64,"www.google.com.hk:443 close, 734 bytes sent, 229 bytes received, lifetime 00:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.google.com.hk:443', '734 bytes sent', '229 bytes received', '00:12']"
1573,07.26 18:05:01,SogouCloud.exe,security.ie.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['security.ie.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1574,07.26 18:05:22,chrome.exe *64,"play.google.com:443 close, 2130 bytes (2.08 KB) sent, 1009 bytes received, lifetime 03:24",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['play.google.com:443', '2130 bytes (2.08 KB) sent', '1009 bytes received', '03:24']"
1575,07.26 18:05:22,chrome.exe *64,"f-log-extension.grammarly.io:443 close, 1363 bytes (1.33 KB) sent, 3549 bytes (3.46 KB) received, lifetime 00:33",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['f-log-extension.grammarly.io:443', '1363 bytes (1.33 KB) sent', '3549 bytes (3.46 KB) received', '00:33']"
1576,07.26 18:05:22,chrome.exe *64,"clients4.google.com:443 close, 7063 bytes (6.89 KB) sent, 15399 bytes (15.0 KB) received, lifetime 00:21",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['clients4.google.com:443', '7063 bytes (6.89 KB) sent', '15399 bytes (15.0 KB) received', '00:21']"
1577,07.26 18:05:24,chrome.exe *64,"trello.com:443 close, 2168 bytes (2.11 KB) sent, 605 bytes received, lifetime 00:34",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['trello.com:443', '2168 bytes (2.11 KB) sent', '605 bytes received', '00:34']"
1578,07.26 18:05:24,chrome.exe *64,"qa.sockets.stackexchange.com:443 close, 1603 bytes (1.56 KB) sent, 527 bytes received, lifetime 22:32",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['qa.sockets.stackexchange.com:443', '1603 bytes (1.56 KB) sent', '527 bytes received', '22:32']"
1579,07.26 18:05:25,WeChat.exe,203.205.151.204:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,E3,<*>:<*> error : Could not connect to proxy <*>:<*> - Could not resolve <*> error <*>,"['203.205.151.204', '80', 'proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '11001']"
1580,07.26 18:55:22,SogouCloud.exe,get.sogou.com:80 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,E3,<*>:<*> error : Could not connect to proxy <*>:<*> - Could not resolve <*> error <*>,"['get.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '11001']"
1581,07.26 18:55:22,WeChat.exe,120.204.0.139:8080 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,E3,<*>:<*> error : Could not connect to proxy <*>:<*> - Could not resolve <*> error <*>,"['120.204.0.139', '8080', 'proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '11001']"
1582,07.26 18:55:22,WeChat.exe,101.226.211.46:8080 error : Could not connect to proxy proxy.cse.cuhk.edu.hk:5070 - Could not resolve proxy.cse.cuhk.edu.hk error 11001,E3,<*>:<*> error : Could not connect to proxy <*>:<*> - Could not resolve <*> error <*>,"['101.226.211.46', '8080', 'proxy.cse.cuhk.edu.hk', '5070', 'proxy.cse.cuhk.edu.hk', '11001']"
1583,07.26 18:55:23,WeChat.exe,"short.weixin.qq.com:80 close, 484 bytes sent, 30152 bytes (29.4 KB) received, lifetime <1 sec",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['short.weixin.qq.com:80', '484 bytes sent', '30152 bytes (29.4 KB) received', '<1 sec']"
1584,07.26 18:55:23,SGTool.exe,info.pinyin.sogou.com:80 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['info.pinyin.sogou.com', '80', 'proxy.cse.cuhk.edu.hk', '5070']"
1585,07.26 18:55:36,chrome.exe *64,s.youtube.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['s.youtube.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1586,07.26 18:55:37,chrome.exe *64,f-log-extension.grammarly.io:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['f-log-extension.grammarly.io', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1587,07.26 18:55:37,chrome.exe *64,"lh6.googleusercontent.com:443 close, 471 bytes sent, 4693 bytes (4.58 KB) received, lifetime 00:10",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['lh6.googleusercontent.com:443', '471 bytes sent', '4693 bytes (4.58 KB) received', '00:10']"
1588,07.26 18:55:37,chrome.exe *64,"ssl.gstatic.com:443 close, 461 bytes sent, 4786 bytes (4.67 KB) received, lifetime 00:10",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ssl.gstatic.com:443', '461 bytes sent', '4786 bytes (4.67 KB) received', '00:10']"
1589,07.26 18:55:48,chrome.exe *64,"www.gstatic.com:443 close, 461 bytes sent, 4785 bytes (4.67 KB) received, lifetime 00:12",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['www.gstatic.com:443', '461 bytes sent', '4785 bytes (4.67 KB) received', '00:12']"
1590,07.26 18:55:54,SGTool.exe,"ping.pinyin.sogou.com:80 close, 561 bytes sent, 166 bytes received, lifetime 00:30",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['ping.pinyin.sogou.com:80', '561 bytes sent', '166 bytes received', '00:30']"
1591,07.26 18:56:11,chrome.exe *64,"fonts.gstatic.com:443 close, 463 bytes sent, 4786 bytes (4.67 KB) received, lifetime 00:33",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['fonts.gstatic.com:443', '463 bytes sent', '4786 bytes (4.67 KB) received', '00:33']"
1592,07.26 18:56:11,chrome.exe *64,"securepubads.g.doubleclick.net:443 close, 476 bytes sent, 4417 bytes (4.31 KB) received, lifetime 00:33",E8,"<*> close, <*> <*>, <*> <*>, lifetime <*>","['securepubads.g.doubleclick.net:443', '476 bytes sent', '4417 bytes (4.31 KB) received', '00:33']"
1593,07.26 18:56:29,chrome.exe *64,r1---sn-i3beln7k.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['r1---sn-i3beln7k.googlevideo.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1594,07.26 18:56:29,chrome.exe *64,fonts.gstatic.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['fonts.gstatic.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1595,07.26 18:57:01,chrome.exe *64,r3---sn-i3b7kn7r.googlevideo.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['r3---sn-i3b7kn7r.googlevideo.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
1596,07.26 18:57:03,chrome.exe *64,odr.mookie1.com:443 open through proxy proxy.cse.cuhk.edu.hk:5070 HTTPS,E2,<*>:<*> open through proxy <*>:<*> HTTPS,"['odr.mookie1.com', '443', 'proxy.cse.cuhk.edu.hk', '5070']"
